booking_id,hotel_name,hotel_city,hotel_state,hotel_zipcode,hotel_country,booking_for,numbers_of_persons,adults,childrens,days_of_stays,check_in_timestamp,check_out_timestamp,requires_travels_facility,mode_of_travels,amount,discount_category,special_discount,tax,total_amounts,rooms_booked,room_type,booking_source,payment_method,guest_email,booking_status,room_number,guest_type,guest_age,guest_gender
BKRBHDO-1713-0017-jsk6,Radisson Blu Hotel Doha,Doha,Doha,1768,Qatar,Leisure,5,3,2,3,2040-05-25 15:00:00,2040-05-28 10:00:00,No,Flight,960.00,Seasonal,96.00,144.00,1008.00,2,Cabin Suite,Corporate Portal,Invoice,faisal.richterBKRBHDO-1713-0017-jsk6@email.com,Confirmed,712,Regular,33,Female
BKRBBOR-ukl3-0018-b7tc,Radisson Blu Bengaluru Outer Ring Road,Bengaluru,Karnataka,560037,India,Leisure,2,2,0,3,2040-05-27 13:00:00,2040-05-30 10:00:00,No,Car,750.00,Holiday,75.00,112.50,787.50,1,Deluxe Queen,Website,Cash,nolan.wilkinsBKRBBOR-ukl3-0018-b7tc@email.com,Confirmed,486,Regular,70,Male
BKPPMAA-tstk-0018-884l,Park Plaza Maastricht,Maastricht,Limburg,6221 EN,Netherlands,Leisure,5,3,2,5,2040-05-29 13:00:00,2040-06-03 11:00:00,Yes,Car,1200.00,Group,120.00,180.00,1260.00,2,Executive King,Travel Agent,Debit Card,steven.almasriBKPPMAA-tstk-0018-884l@email.com,Confirmed,315,Corporate,56,Female
BKHEBCC-w9ei-0011-3jmz,Hotel Erzsébet City Center Budapest,Budapest,Budapest,1053,Hungary,Leisure,6,4,2,3,2040-05-31 15:00:00,2040-06-03 11:00:00,No,Bus,720.00,Holiday,72.00,108.00,756.00,2,Standard King,Travel Agent,Cash,anthony.vasquezBKHEBCC-w9ei-0011-3jmz@email.com,Confirmed,513,Regular,36,Female
BKRBEHR-krw3-0020-kold,Radisson Blu Elizabete Hotel Riga,Riga,Riga,LV-1050,Latvia,Leisure,5,3,2,5,2040-06-02 16:00:00,2040-06-07 11:00:00,No,Train,2000.00,Group,200.00,300.00,2100.00,2,Ocean View King,Travel Agent,Debit Card,amina.khalilBKRBEHR-krw3-0020-kold@email.com,Completed,390,Regular,23,Female
BKRBPDA-oz3t-0018-g4qc,Radisson Blu Plaza Delhi Airport,New Delhi,Delhi,110037,India,Leisure,2,1,1,6,2040-06-04 13:00:00,2040-06-10 11:00:00,No,Flight,1680.00,Member,168.00,252.00,1764.00,1,Cabin Suite,Walk-in,Credit Card,guest.example.com,Pending,676,Regular,42,Non-binary
BKPIB10-c5vk-0013-4r1g,Park Inn by Radisson Berlin Alexanderplatz,Berlin,Berlin,10178,Germany,Business,2,2,0,1,2040-06-06 13:00:00,2040-06-07 12:00:00,Yes,Bus,120.00,Corporate,12.00,18.00,126.00,1,Family Suite,Walk-in,Cash,abigail.ryanBKPIB10-c5vk-0013-4r1g@email.com,Confirmed,1432,Corporate,23,Male
BKRBHM2-vlhg-0013-ns5b,Radisson Blu Hotel Malmo,Malmo,Skane,211 35,Sweden,Leisure,6,3,3,6,2040-06-08 14:00:00,2040-06-14 12:00:00,No,Bus,1680.00,Seasonal,168.00,252.00,1764.00,2,Standard Queen,Website,Cash,matthew.martinezBKRBHM2-vlhg-0013-ns5b@email.com,Pending,782,VIP,51,Male
BKAOCOL-f90e-0021-cdxb,art'otel Cologne,Cologne,North Rhine-Westphalia,50667,Germany,Leisure,4,3,1,5,2040-06-10 14:00:00,2040-06-15 12:00:00,Yes,Car,2000.00,Seasonal,200.00,300.00,2100.00,2,Cabin Suite,Mobile App,Debit Card,grayson.robertBKAOCOL-f90e-0021-cdxb@email.com,Confirmed,1521,Regular,67,Male
BKRBHBR-9uqf-0014-dzoj,Radisson Blu Hotel Bremen,Bremen,Bremen,28195,Germany,Business,1,1,0,2,2040-06-12 15:00:00,2040-06-14 10:00:00,Yes,Flight,440.00,Corporate,44.00,66.00,462.00,1,Executive King,Travel Agent,Invoice,rachel.seoBKRBHBR-9uqf-0014-dzoj@email.com,Completed,1478,Corporate,49,Male
BKRBHOU-a9td-0012-yzcl,Radisson Blu Hotel Oulu,Oulu,North Ostrobothnia,90100,Finland,Leisure,3,3,0,1,2040-06-14 14:00:00,2040-06-15 12:00:00,No,Flight,300.00,Member,30.00,45.00,315.00,1,Family Suite,Corporate Portal,Invoice,eleanor.novakBKRBHOU-a9td-0012-yzcl@email.com,Confirmed,1522,VIP,31,Female
BKRBHIS-oxl1-0012-woiy,Radisson Blu Hotel Istanbul Sisli,Istanbul,Istanbul,34360,Turkey,Leisure,4,1,3,2,2040-06-16 16:00:00,2040-06-18 10:00:00,No,Train,800.00,Early Bird,80.00,120.00,840.00,2,Family Suite,Corporate Portal,Invoice,thabo.johnsonBKRBHIS-oxl1-0012-woiy@email.com,Cancelled,1176,VIP,74,Non-binary
BKRBHIP-lj2g-0014-jqtm,Radisson Blu Hotel Istanbul Pera,Istanbul,Istanbul,34430,Turkey,Leisure,6,3,3,7,2040-06-18 13:00:00,2040-06-25 10:00:00,No,Flight,2240.00,Holiday,224.00,336.00,2352.00,2,Deluxe Queen,Travel Agent,Debit Card,@example.com,Pending,1481,Regular,49,Non-binary
BKUNKWN-tze9-0137-yill,None,Warsaw,Masovian,02-025,Poland,Leisure,4,4,0,7,2040-06-20 16:00:00,2040-06-27 11:00:00,No,Bus,3500.00,None,0.00,525.00,4025.00,2,Deluxe King,Travel Agent,Invoice,emma.jungBKUNKWN-tze9-0137-yill@email.com,Confirmed,441,Corporate,73,Male
BKRBHCA-ja4b-0015-9mra,Radisson Blu Hotel Cardiff,Cardiff,Wales,CF10 2FL,United Kingdom,Business,1,1,0,1,2040-06-22 14:00:00,2040-06-23 11:00:00,Yes,Car,250.00,None,0.00,37.50,287.50,1,Deluxe King,Website,Cash,isha.frankBKRBHCA-ja4b-0015-9mra@email.com,Confirmed,173,Regular,32,Female
BKRBHRM-kqd0-0008-p1hz,Radisson Blu Hotel and Residence Maputo,Maputo,Maputo,1100,Mozambique,Leisure,3,1,2,2,2040-06-24 16:00:00,2040-06-26 11:00:00,No,Bus,360.00,Member,36.00,54.00,378.00,1,Standard King,Travel Agent,PayPal,imran.sethiBKRBHRM-kqd0-0008-p1hz@email.com,Cancelled,1132,Corporate,61,Female
BKRBHRI-212e-0023-r37q,Radisson Blu Hotel Riyadh,Riyadh,Riyadh Province,11484,Saudi Arabia,Leisure,4,2,2,3,2040-06-26 15:00:00,2040-06-29 12:00:00,No,Car,1680.00,Holiday,168.00,252.00,1764.00,2,Executive King,Walk-in,Cash,leon.kimBKRBHRI-212e-0023-r37q@email.com,Completed,465,Regular,22,Male
BKRBHMC-gm23-0016-d2pt,Radisson Blu Hotel Marrakech Carre Eden,Marrakech,Marrakesh-Safi,40000,Morocco,Leisure,1,1,0,2,2040-06-28 14:00:00,2040-06-30 11:00:00,Yes,Train,360.00,Member,36.00,54.00,378.00,1,Executive Twin,Website,Credit Card,isha.ibrahimBKRBHMC-gm23-0016-d2pt@email.com,Cancelled,461,VIP,43,Female
BKRBRVH-3u28-0017-8li0,Radisson Blu Royal Viking Hotel Stockholm,Stockholm,Stockholm County,111 20,Sweden,Business,3,3,0,1,2040-06-30 15:00:00,2040-07-01 10:00:00,Yes,Train,120.00,Corporate,12.00,18.00,126.00,1,Standard Queen,Corporate Portal,Invoice,elijah.nayakBKRBRVH-3u28-0017-8li0@email.com,Confirmed,207,Regular,74,Male
BKPIBRM-msij-0016-bgb4,Park Inn by Radisson Manchester City Centre,Manchester,England,M4 4HY,United Kingdom,Business,3,3,0,7,2040-07-02 15:00:00,2040-07-09 10:00:00,Yes,Car,980.00,Corporate,98.00,147.00,1029.00,1,Executive Twin,Walk-in,Credit Card,amit.millerBKPIBRM-msij-0016-bgb4@email.com,Confirmed,410,Corporate,48,Non-binary
BKPIBRP-ftd7-0020-71rl,Park Inn by Radisson Pristina,Pristina,Pristina District,10000,Kosovo,Business,2,2,0,1,2040-07-04 16:00:00,2040-07-05 10:00:00,Yes,Car,250.00,Corporate,25.00,37.50,262.50,1,Deluxe King,Walk-in,Credit Card,vishal.brownBKPIBRP-ftd7-0020-71rl@email.com,Pending,1473,Regular,31,Non-binary
BKRBHNI-tuq9-0016-aw3z,Radisson Blu Hotel Nice,Nice,Provence-Alpes-Cote d'Azur,06200,France,Leisure,6,3,3,5,2040-07-06 16:00:00,2040-07-11 10:00:00,No,Train,2500.00,Seasonal,250.00,375.00,2625.00,2,Standard King,Walk-in,Cash,elijah.gandhiBKRBHNI-tuq9-0016-aw3z@email.com,Confirmed,832,VIP,40,Female
BKRBRVH-rkz7-0018-o0zj,Radisson Blu Royal Viking Hotel Stockholm,Stockholm,Stockholm County,111 20,Sweden,Leisure,2,2,0,6,2040-07-08 14:00:00,2040-07-14 12:00:00,No,Flight,1200.00,Early Bird,120.00,180.00,1260.00,1,Family Suite,Website,Credit Card,brandon.rodriguezBKRBRVH-rkz7-0018-o0zj@email.com,Confirmed,1215,Corporate,42,Non-binary
BKPIB14-cztz-0013-9rsp,Park Inn by Radisson Amsterdam City West,Amsterdam,North Holland,1043 NT,Netherlands,Business,1,1,0,4,2040-07-10 16:00:00,2040-07-14 10:00:00,Yes,Bus,560.00,None,0.00,84.00,644.00,1,Cabin Suite,Corporate Portal,Invoice,priyanka.iyerBKPIB14-cztz-0013-9rsp@email.com,Confirmed,1547,Corporate,71,Non-binary
BKRBHAC-nbms-0014-wleg,Radisson Blu Hotel Amsterdam City Center,Amsterdam,North Holland,1012 CP,Netherlands,Business,2,2,0,1,2040-07-12 15:00:00,2040-07-13 10:00:00,Yes,Train,200.00,None,0.00,30.00,230.00,1,Standard Queen,Walk-in,Credit Card,penelope.shawBKRBHAC-nbms-0014-wleg@email.com,Confirmed,444,Regular,32,Non-binary
BKRBSHH-ej9m-0015-7sdw,Radisson Blu St Helen's Hotel Dublin,Dublin,County Dublin,A94 V6W3,Ireland,Leisure,5,2,3,4,2040-07-14 16:00:00,2040-07-18 12:00:00,No,Car,1120.00,Seasonal,112.00,168.00,1176.00,2,Executive Twin,Website,Invoice,rachel.wrightBKRBSHH-ej9m-0015-7sdw@email.com,Confirmed,754,Corporate,75,Female
BKPPMMA-86uu-0016-7cvo,Park Plaza Minneapolis Mall of America,Bloomington,MN,55425,USA,Leisure,7,4,3,2,2040-07-16 13:00:00,2040-07-18 12:00:00,No,Train,720.00,Group,72.00,108.00,756.00,3,Deluxe King,Website,Debit Card,rebecca.masonBKPPMMA-86uu-0016-7cvo@email.com,Confirmed,620,VIP,36,Male
BKPPCOM-fufh-0009-puf9,Park Plaza Chennai OMR,Chennai,Tamil Nadu,600119,India,Leisure,4,3,1,2,2040-07-18 13:00:00,2040-07-20 11:00:00,No,Flight,560.00,None,0.00,84.00,644.00,2,Standard King,Travel Agent,Cash,harper.lindBKPPCOM-fufh-0009-puf9@email.com,Completed,1496,Regular,51,Female
BKPIB13-i4su-0016-1lyv,Park Inn by Radisson Dubai Motor City,Dubai,Dubai,39215,United Arab Emirates,Business,2,2,0,5,2040-07-20 13:00:00,2040-07-25 12:00:00,Yes,Train,1250.00,None,0.00,187.50,1437.50,1,Deluxe Queen,Travel Agent,Cash,guest#example.com,Confirmed,544,Corporate,63,Male
BKRBSH2-qk0m-0016-5y39,Radisson Blu Seaside Hotel Helsinki,Helsinki,Uusimaa,00180,Finland,Business,1,1,0,7,2040-07-22 15:00:00,2040-07-29 11:00:00,Yes,Car,1120.00,None,0.00,168.00,1288.00,1,Standard Queen,Website,Cash,vijay.jungBKRBSH2-qk0m-0016-5y39@email.com,Confirmed,164,Corporate,63,Female
BKRBUPR-365n-0016-gu0q,Radisson Blu Udaipur Palace Resort and Spa,Udaipur,Rajasthan,313001,India,Leisure,2,1,1,4,2040-07-24 15:00:00,2040-07-28 12:00:00,Yes,Train,1120.00,Holiday,112.00,168.00,1176.00,1,Executive Twin,Website,Debit Card,alice.hayesBKRBUPR-365n-0016-gu0q@email.com,Confirmed,514,Regular,33,Female
BKRBHWR-b5oz-0016-h1m4,Radisson Blu Hotel Wroclaw,Wroclaw,Lower Silesian,50-156,Poland,Leisure,2,2,0,4,2040-07-26 14:00:00,2040-07-30 10:00:00,No,Train,560.00,Seasonal,56.00,84.00,588.00,1,Executive Twin,Walk-in,Credit Card,simran.nakamuraBKRBHWR-b5oz-0016-h1m4@email.com,Pending,819,Corporate,28,Male
BKUNKWN-qoa0-0138-eqat,None,Shanghai,Shanghai,201204,China,Leisure,4,1,3,5,2040-07-28 13:00:00,2040-08-02 10:00:00,No,Car,2000.00,Holiday,200.00,300.00,2100.00,2,Cabin Suite,Travel Agent,PayPal,grace.chenBKUNKWN-qoa0-0138-eqat@email.com,Completed,1375,VIP,54,Non-binary
BKRBHSC-bpjq-0018-nyod,Radisson Blu Hotel and Spa Cork,Cork,County Cork,T45 WF53,Ireland,Leisure,4,4,0,5,2040-07-30 16:00:00,2040-08-04 12:00:00,No,Car,1600.00,None,0.00,240.00,1840.00,2,Double Room,Corporate Portal,Invoice,dylan.vasquezBKRBHSC-bpjq-0018-nyod@email.com,Completed,1573,VIP,79,Female
BKRBHC3-jy5y-0021-mewk,Radisson Blu Hotel and Convention Centre Kigali,Kigali,Kigali,N/A,Rwanda,Business,2,2,0,3,2040-08-01 15:00:00,2040-08-04 12:00:00,Yes,Car,480.00,Corporate,48.00,72.00,504.00,1,Standard Queen,Walk-in,Credit Card,jie.phillipsBKRBHC3-jy5y-0021-mewk@email.com,Pending,605,Corporate,55,Female
BKRBHA2-8izq-0015-xpw9,Radisson Blu Hotel Addis Ababa,Addis Ababa,Addis Ababa,1000,Ethiopia,Business,1,1,0,6,2040-08-03 14:00:00,2040-08-09 10:00:00,Yes,Train,960.00,Corporate,96.00,144.00,1008.00,1,Standard Queen,Corporate Portal,Invoice,vaishnavi.vegaBKRBHA2-8izq-0015-xpw9@email.com,Pending,1189,Corporate,42,Male
BKRBHDA-ckfn-0011-0bbg,Radisson Blu Hotel Dublin Airport,Dublin,County Dublin,K67 H5H9,Ireland,Business,3,3,0,3,2040-08-05 15:00:00,2040-08-08 10:00:00,Yes,Train,540.00,None,0.00,81.00,621.00,1,Family Suite,Walk-in,Credit Card,layla.thompsonBKRBHDA-ckfn-0011-0bbg@email.com,Confirmed,1320,Corporate,39,Female
BKRBHLY-o69q-0013-2alk,Radisson Blu Hotel Lyon,Lyon,Auvergne-Rhone-Alpes,69003,France,Business,2,2,0,4,2040-08-07 13:00:00,2040-08-11 10:00:00,Yes,Flight,720.00,Corporate,72.00,108.00,756.00,1,Family Suite,Travel Agent,Cash,yusuf.nielsenBKRBHLY-o69q-0013-2alk@email.com,Confirmed,923,Corporate,31,Male
BKRBHSL-j0x6-0017-r2i7,Radisson Blu Hotel and Spa Limerick,Limerick,County Limerick,V94 YA2R,Ireland,Business,2,2,0,1,2040-08-09 15:00:00,2040-08-10 12:00:00,Yes,Train,180.00,Corporate,18.00,27.00,189.00,1,Executive Twin,Walk-in,Cash,yuna.meyerBKRBHSL-j0x6-0017-r2i7@email.com,Confirmed,403,Corporate,47,Female
BKRBHFR-5w7c-0012-0ptx,Radisson Blu Hotel Frankfurt,Frankfurt,Hesse,60486,Germany,Business,1,1,0,2,2040-08-11 15:00:00,2040-08-13 12:00:00,Yes,Flight,320.00,None,0.00,48.00,368.00,1,Standard King,Walk-in,Cash,thabo.ivanovBKRBHFR-5w7c-0012-0ptx@email.com,Confirmed,636,Corporate,76,Non-binary
BKPIBRI-r61m-0023-9wfl,Park Inn by Radisson Istanbul Atasehir,Istanbul,Istanbul,34746,Turkey,Leisure,3,1,2,7,2040-08-13 15:00:00,2040-08-20 12:00:00,No,Car,1540.00,None,0.00,231.00,1771.00,1,Executive King,Walk-in,Cash,haruto.limBKPIBRI-r61m-0023-9wfl@email.com,Pending,643,Regular,47,Non-binary
BKRBAHA-if62-0019-9i5a,Radisson Blu Astrid Hotel Antwerp,Antwerp,Antwerp,2018,Belgium,Leisure,4,3,1,3,2040-08-15 14:00:00,2040-08-18 12:00:00,No,Train,960.00,Holiday,96.00,144.00,1008.00,2,Standard King,Walk-in,Cash,alisha.kimBKRBAHA-if62-0019-9i5a@email.com,Pending,1286,Regular,45,Non-binary
BKPPLUD-gf09-0016-gwry,Park Plaza Ludhiana,Ludhiana,Punjab,141001,India,Business,1,1,0,1,2040-08-17 15:00:00,2040-08-18 11:00:00,Yes,Car,120.00,None,0.00,18.00,138.00,1,Deluxe Queen,Corporate Portal,Invoice,kai.williamsBKPPLUD-gf09-0016-gwry@email.com,Cancelled,314,Corporate,78,Male
BKPIBR6-q7hi-0019-v2ew,Park Inn by Radisson Budapest,Budapest,Budapest,1138,Hungary,Leisure,4,2,2,6,2040-08-19 16:00:00,2040-08-25 11:00:00,No,Flight,3600.00,Member,360.00,540.00,3780.00,2,Executive Twin,Website,Cash,vishal.desaiBKPIBR6-q7hi-0019-v2ew@email.com,Confirmed,517,Regular,68,Male
BKRBHHA-j3yg-0014-ocoh,Radisson Blu Hotel Hamburg,Hamburg,Hamburg,20355,Germany,Business,2,2,0,2,2040-08-21 16:00:00,2040-08-23 11:00:00,Yes,Train,560.00,Corporate,56.00,84.00,588.00,1,Family Suite,Travel Agent,Credit Card,zachary.herreraBKRBHHA-j3yg-0014-ocoh@email.com,Completed,547,Corporate,31,Male
BKPPUTR-lhc7-0013-d9gm,Park Plaza Utrecht,Utrecht,Utrecht,3511 CE,Netherlands,Leisure,3,2,1,2,2040-08-23 15:00:00,2040-08-25 10:00:00,No,Bus,240.00,Early Bird,24.00,36.00,252.00,1,Executive King,Walk-in,Cash,yang.mitchellBKPPUTR-lhc7-0013-d9gm@email.com,Confirmed,186,Corporate,72,Non-binary
BKRBHDO-c0f4-0018-2rhs,Radisson Blu Hotel Doha,Doha,Doha,1768,Qatar,Business,1,1,0,5,2040-08-25 15:00:00,2040-08-30 11:00:00,Yes,Train,1500.00,Corporate,150.00,225.00,1575.00,1,Executive King,Walk-in,Credit Card,amr.palmerBKRBHDO-c0f4-0018-2rhs@email.com,Confirmed,777,Corporate,72,Female
BKAOBKU-mv16-0016-o3g5,art'otel Berlin Kudamm,Berlin,Berlin,10719,Germany,Leisure,6,3,3,5,2040-08-27 16:00:00,2040-09-01 11:00:00,Yes,Car,2500.00,Holiday,250.00,375.00,2625.00,2,Double Room,Corporate Portal,Invoice,priya.farooqBKAOBKU-mv16-0016-o3g5@email.com,Completed,305,Corporate,45,Non-binary
BKRBHLY-epzj-0014-n8fn,Radisson Blu Hotel Lyon,Lyon,Auvergne-Rhone-Alpes,69003,France,Leisure,3,2,1,6,2040-08-29 16:00:00,2040-09-04 11:00:00,No,Flight,1680.00,None,0.00,252.00,1932.00,1,Standard King,Mobile App,Invoice,aurora.brandtBKRBHLY-epzj-0014-n8fn@email.com,Confirmed,597,VIP,59,Male
BKRBTDO-kcx9-0021-euko,Radisson Blu Toronto Downtown,Toronto,Ontario,M5J 2N5,Canada,Leisure,5,3,2,4,2040-08-31 15:00:00,2040-09-04 11:00:00,No,Flight,1440.00,Holiday,144.00,216.00,1512.00,2,Deluxe King,Travel Agent,PayPal,ellie.khalilBKRBTDO-kcx9-0021-euko@email.com,Cancelled,857,Regular,51,Female
BKRBMAM-mkm9-0016-vov0,Radisson Blu Mall of America,Bloomington,MN,55425,USA,Leisure,1,1,0,5,2040-09-02 14:00:00,2040-09-07 11:00:00,No,Bus,800.00,Early Bird,80.00,120.00,840.00,1,Cabin Suite,Walk-in,Cash,nikhil.grafBKRBMAM-mkm9-0016-vov0@email.com,Confirmed,996,Regular,54,Female
BKRBMAM-mkm9-0016-vov0,Radisson Blu Mall of America,Bloomington,MN,55425,USA,Leisure,1,1,0,5,2040-09-02 14:00:00,2040-09-07 11:00:00,No,Bus,800.00,Early Bird,80.00,120.00,840.00,1,Cabin Suite,Walk-in,Cash,nikhil.grafBKRBMAM-mkm9-0016-vov0@email.com,Confirmed,996,Regular,54,Female
BKRBHPB-1x3y-0020-xr9j,Radisson Blu Hotel Paris Boulogne,Boulogne-Billancourt,Ile-de-France,92100,France,Leisure,6,4,2,2,2040-09-06 15:00:00,2040-09-08 10:00:00,No,Flight,1200.00,Group,120.00,180.00,1260.00,2,Standard King,Walk-in,Credit Card,nitin.watanabeBKRBHPB-1x3y-0020-xr9j@email.com,Confirmed,298,VIP,31,Non-binary
BKPIBRC-7xle-0009-jh0e,Park Inn by Radisson Cardiff City Centre,Cardiff,Wales,CF10 2JX,United Kingdom,Business,2,2,0,4,2040-09-08 14:00:00,2040-09-12 12:00:00,Yes,Flight,640.00,Corporate,64.00,96.00,672.00,1,Deluxe King,Corporate Portal,Invoice,,Confirmed,855,VIP,39,Non-binary
BKPPBIR-n2vi-0019-327o,Park Plaza Birmingham,Birmingham,England,B1 1BN,United Kingdom,Business,3,3,0,5,2040-09-10 13:00:00,2040-09-15 10:00:00,Yes,Bus,1400.00,Corporate,140.00,210.00,1470.00,1,Deluxe King,Website,Cash,yash.stoneBKPPBIR-n2vi-0019-327o@email.com,Confirmed,1080,Corporate,35,Male
BKRBSHO-pdlx-0012-zs5v,Radisson Blu Scandinavia Hotel Oslo,Oslo,Oslo,0161,Norway,Business,3,3,0,7,2040-09-12 15:00:00,2040-09-19 11:00:00,Yes,Bus,2100.00,Corporate,210.00,315.00,2205.00,1,Ocean View King,Travel Agent,Credit Card,dylan.parkerBKRBSHO-pdlx-0012-zs5v@email.com,Pending,326,VIP,21,Male
BKRBHLC-1qal-0012-ig1l,Radisson Blu Hotel Leeds City Centre,Leeds,England,LS1 5DL,United Kingdom,Business,2,2,0,1,2040-09-14 14:00:00,2040-09-15 10:00:00,Yes,Bus,180.00,Corporate,18.00,27.00,189.00,1,Ocean View King,Travel Agent,Invoice,neha.mensahBKRBHLC-1qal-0012-ig1l@email.com,Confirmed,762,Regular,49,Male
BKPPLWA-ey11-0016-wdcf,Park Plaza London Waterloo,London,England,SE1 7UT,United Kingdom,Leisure,6,3,3,1,2040-09-16 16:00:00,2040-09-17 10:00:00,Yes,Flight,600.00,Seasonal,60.00,90.00,630.00,2,Family Suite,Corporate Portal,Invoice,elizabeth.johnsonBKPPLWA-ey11-0016-wdcf@email.com,Pending,1151,Regular,22,Non-binary
BKAOBKU-fq44-0017-3v5r,art'otel Berlin Kudamm,Berlin,Berlin,10719,Germany,Leisure,5,2,3,6,2040-09-18 16:00:00,2040-09-24 11:00:00,Yes,Car,1920.00,Group,192.00,288.00,2016.00,2,Deluxe King,Travel Agent,Cash,hyunwoo.parkBKAOBKU-fq44-0017-3v5r@email.com,Confirmed,426,Regular,40,Male
BKRBHNU-nw15-0014-yu9m,Radisson Blu Hotel Nairobi Upper Hill,Nairobi,Nairobi County,00100,Kenya,Leisure,4,1,3,2,2040-09-20 13:00:00,2040-09-22 10:00:00,No,Flight,560.00,None,0.00,84.00,644.00,2,Cabin Suite,Corporate Portal,Invoice,joshua.hallBKRBHNU-nw15-0014-yu9m@email.com,Cancelled,1278,Regular,77,Female
BKRBHBI-k426-0017-dmsp,Radisson Blu Hotel Birmingham,Birmingham,England,B1 1BT,United Kingdom,Leisure,2,2,0,4,2040-09-22 15:00:00,2040-09-26 12:00:00,No,Bus,480.00,Early Bird,48.00,72.00,504.00,1,Standard Queen,Corporate Portal,Invoice,elijah.smithBKRBHBI-k426-0017-dmsp@email.com,Cancelled,1049,VIP,57,Non-binary
BKRBHRM-lgzj-0009-xf5p,Radisson Blu Hotel and Residence Maputo,Maputo,Maputo,1100,Mozambique,Leisure,7,4,3,6,2040-09-24 15:00:00,2040-09-30 10:00:00,No,Bus,5040.00,Holiday,504.00,756.00,5292.00,3,Cabin Suite,Walk-in,Credit Card,kunal.okaforBKRBHRM-lgzj-0009-xf5p@email.com,Confirmed,816,Regular,49,Non-binary
BKPPCAR-kjov-0012-28go,Park Plaza Cardiff,Cardiff,Wales,CF10 3AL,United Kingdom,Leisure,6,3,3,5,2040-09-26 16:00:00,2040-10-01 12:00:00,Yes,Bus,2800.00,Holiday,280.00,420.00,2940.00,2,Executive King,Corporate Portal,Invoice,nikita.iyerBKPPCAR-kjov-0012-28go@email.com,Confirmed,409,VIP,29,Non-binary
BKPPNUR-9wlu-0013-qdew,Park Plaza Nuremberg,Nuremberg,Bavaria,90443,Germany,Leisure,4,3,1,1,2040-09-28 15:00:00,2040-09-29 12:00:00,No,Train,440.00,None,0.00,66.00,506.00,2,Double Room,Mobile App,Debit Card,ming.wilkinsonBKPPNUR-9wlu-0013-qdew@email.com,Confirmed,269,Corporate,46,Female
BKRBAHS-276z-0018-u05e,Radisson Blu Atlantic Hotel Stavanger,Stavanger,Rogaland,4005,Norway,Leisure,4,3,1,2,2040-09-30 15:00:00,2040-10-02 11:00:00,No,Bus,1200.00,Member,120.00,180.00,1260.00,2,Standard King,Website,PayPal,jun.itoBKRBAHS-276z-0018-u05e@email.com,Confirmed,184,Regular,48,Male
BKPIB16-jv5z-0014-d4z3,Park Inn by Radisson Clark,Clark,Pampanga,2023,Philippines,Business,3,3,0,6,2040-10-02 15:00:00,2040-10-08 10:00:00,Yes,Car,1200.00,Corporate,120.00,180.00,1260.00,1,Executive King,Travel Agent,Invoice,iman.friedrichBKPIB16-jv5z-0014-d4z3@email.com,Confirmed,673,Regular,25,Male
BKRBSHG-mc0x-0013-hnwh,Radisson Blu Scandinavia Hotel Gothenburg,Gothenburg,Vastra Gotaland,S-401 24,Sweden,Leisure,3,1,2,5,2040-10-04 16:00:00,2040-10-09 12:00:00,Yes,Train,800.00,Holiday,80.00,120.00,840.00,1,Standard Queen,Corporate Portal,Invoice,harsh.sandersBKRBSHG-mc0x-0013-hnwh@email.com,Confirmed,317,VIP,63,Male
BKRBHDW-ur35-0020-txlv,Radisson Blu Hotel Dubai Waterfront,Dubai,Dubai,N/A,United Arab Emirates,Business,1,1,0,4,2040-10-06 14:00:00,2040-10-10 12:00:00,Yes,Car,720.00,Corporate,72.00,108.00,756.00,1,Cabin Suite,Travel Agent,Credit Card,riya.mansourBKRBHDW-ur35-0020-txlv@email.com,Confirmed,1139,Corporate,56,Female
BKRBHD2-fmps-0012-k5z6,Radisson Blu Hotel Dortmund,Dortmund,North Rhine-Westphalia,44139,Germany,Business,2,2,0,7,2040-10-08 13:00:00,2040-10-15 10:00:00,Yes,Train,1960.00,Corporate,196.00,294.00,2058.00,1,Double Room,Website,Debit Card,alan.hoffmannBKRBHD2-fmps-0012-k5z6@email.com,Completed,1578,VIP,32,Non-binary
BKPPBER-amtb-0014-nfay,Park Plaza Berlin,Berlin,Berlin,10789,Germany,Leisure,3,3,0,1,2040-10-10 15:00:00,2040-10-11 10:00:00,No,Flight,200.00,None,0.00,30.00,230.00,1,Executive King,Mobile App,Cash,noor.morganBKPPBER-amtb-0014-nfay@email.com,Completed,1086,Corporate,67,Male
BKUNKWN-t55x-0140-x9qq,None,Frankfurt,Hesse,60486,Germany,Leisure,4,2,2,6,2040-10-12 16:00:00,2040-10-18 12:00:00,No,Flight,3600.00,None,0.00,540.00,4140.00,2,Family Suite,Mobile App,PayPal,khushi.nakamuraBKUNKWN-t55x-0140-x9qq@email.com,Completed,190,Regular,67,Female
BKRBPDA-a3ql-0019-y1pq,Radisson Blu Plaza Delhi Airport,New Delhi,Delhi,110037,India,Leisure,2,2,0,7,2040-10-14 13:00:00,2040-10-21 10:00:00,No,Bus,1540.00,Seasonal,154.00,231.00,1617.00,1,Ocean View King,Website,PayPal,vivek.choBKRBPDA-a3ql-0019-y1pq@email.com,Confirmed,157,Regular,22,Male
